kol_id,influence_potential_score,rank
6db2870d-6e58-4865-9752-aca78d484973,3.6299102813916577,131
50cac303-a80b-4dac-8545-7cdeee62ff26,3.6298284127927984,132
1df9f90f-a54c-4958-98c8-0e744cff3afa,3.6259580617446265,133
a3d14914-99fa-4655-9576-a6878ee5ca4f,3.624324686516202,134
09931d0c-88fd-4a63-83a9-f9dee08cf68f,3.6192738508774185,135
3fd0986e-136c-44fa-9724-545ae1184a51,3.615617703340542,136
4542fae3-2869-47df-914e-6d20c8c733b1,3.614524363370292,137
cd7d1d18-92bd-475e-8ceb-2c40dcef7f63,3.611768898434802,138
dce4b27f-e054-4f1e-add8-92e6561c626b,3.6115140529285465,139
71632b8f-361b-49ff-a4e9-9555c4282c61,3.600321443794356,140
bcd64c3f-96dc-4387-8940-815a4b6ad877,3.5989333493369937,141
5e0ce8e7-6308-43ad-b88a-48dae68986d5,3.597678487635335,142
2cae4c69-66ef-4669-9b8b-a4bc17098067,3.596348875675623,143
9734e38b-5b5a-4136-9e8a-74186513c323,3.595349370486169,144
eccd5167-51a7-43d6-818a-04eee7a401c5,3.5949609506064775,145
fa2387cd-c668-40e7-8608-eb85a753ca35,3.593917090674408,146
3fcb2eb0-5b31-4a18-a8ee-71040a2566da,3.593400293269631,147
ab9d4937-78b9-488e-a46d-b6876a6e2e2d,3.591353663040029,148
bb2e56c5-33a6-4225-9d7b-2b11f22a8621,3.584767583701063,149
f7406d58-a114-48cf-99da-4f3995f389d9,3.5746874195796865,150
a205b8b8-702b-4b41-beda-ce9d09a5f378,3.569631369971135,151
db19b1e7-7491-4a4b-baa4-c81e6c791307,3.5667744958176937,152
199de88d-5b99-4afc-8ef3-205e5b089446,3.562282570258058,153
1a12a918-ec76-43df-a1f7-8a30fd584246,3.5604460105530333,154
11a15cc6-a82c-46b6-ae1a-c68cdbcfb98b,3.5588589518452847,155
93208d68-66a1-4cd5-8789-5db8e7fcb0c4,3.5573358416557164,156
59cf0eb2-09ef-4829-b004-76fbe0736eae,3.556577113258119,157
097867df-92ba-4043-8736-1675a0aa38fe,3.5553747970198373,158
f72e2619-8ea3-466a-bd52-4425adec36c7,3.5550188138051078,159
a43f34c9-a03a-46e3-a69c-eb957aae0f55,3.5488495100113613,160
c3079f7f-bd0b-4831-8bba-d1f669c670d7,3.5483912736815197,161
66ce0771-1962-43d7-9e40-acdc7360f1c0,3.548188975481542,162
2e48c51a-8978-42f3-ba86-b16b621cf39a,3.5474785695601616,163
51c87d16-680a-450a-9b97-dfa98b9ad0c5,3.546882248055616,164
a0df83ba-de48-4206-bf20-0b37b312de75,3.543718228470444,165
b81441b1-f3c9-410f-999b-9147ceb7a99b,3.542815819797472,166
2106a48d-d1e3-4d55-995a-4901ce5f6a5b,3.5421710595912246,167
635ca9fe-b08e-43e2-ba26-faf6f57aba20,3.5394628667433548,168
fdfcc304-41de-42e5-b4d1-75b8504e625d,3.535675662301346,169
69dfb9ac-cbf5-4b6f-b9ee-3956e0837037,3.535090430751073,170
4b827907-b64c-4163-990c-f113a1e448dc,3.5343209548682086,171
c2751861-63d1-4cd7-bdcf-0bce418f592d,3.5339727730182515,172
d1664de0-2bc5-4d53-88d4-82e5d4c2c121,3.5323068591237554,173
dc651ffc-de95-4e8b-bde4-c1f4cf038683,3.524555969024604,174
